Time (s),IPS,Memory Throughput (MB/s),LLC Misses
0.00015497207641601562,7034562105,872.2717587999999,386255
1.2083699703216553,8773518060,1224.5946388000002,285562
2.4062485694885254,9118382482,1135.2870802000002,291362
3.576923131942749,8851144932,1059.6530048,248789
4.760816335678101,8900080704,1086.0457634000002,241809
5.919140100479126,8593774368,1147.2199206000003,395307
7.0801849365234375,8830485444,1355.9817128000002,431627
8.259184837341309,8667263315,1375.7998748,369572
9.427122592926025,8763551637,1457.2011402,302645
10.604339361190796,8640154472,1407.1943600000002,211448
11.774522542953491,8789273582,1415.740287,322702
12.956520795822144,8729623465,1451.1927768,349185
14.129187822341919,8245218662,1400.0220728,287518
15.30246615409851,8111015034,1365.5447624,200393
16.474276781082153,8335528192,718.4765302,204771
17.658674478530884,8261280674,361.36163960000005,252108
18.81717538833618,8282039891,306.58382040000004,238459
19.98355221748352,8134255084,298.30003840000006,195259
21.154594898223877,8176029473,306.87742280000003,163069
22.316967248916626,8316289468,306.9298518,241874
23.496341466903687,8227225226,239.60053000000002,231242
24.680989265441895,8235515046,267.8283036,236594
25.86596155166626,8109043553,288.9152474,154564
27.0451500415802,8230684236,317.1430210000001,173148
28.201966047286987,8269722509,294.860696,268590
29.380600690841675,6654126535,275.18933519999996,709411
