Time (s),IPS,LLC Misses
5.8650970458984375e-05,1191541453042.0,586185974.0
2.9330217838287354,664691487980.0,298134862.0
3.4396424293518066,696703032964.0,269666956.0
4.6810972690582275,1265998269980.0,420472346.0
6.11494779586792,1037634610152.0,511710038.0
7.3331310749053955,871912081016.0,406393628.0
8.445013284683228,990926456370.0,391570654.0
9.513935327529907,946669402450.0,359845734.0
10.857551574707031,1005360662722.0,473525486.0
12.277339220046997,867956031740.0,346652546.0
13.086788177490234,452362243958.0,230817390.0
13.741679906845093,975762571340.0,274650562.0
15.253053903579712,799792276908.0,375486196.0
15.826712608337402,635787732576.0,80357344.0
16.531550884246826,551686401714.0,287514576.0
17.395409107208252,764194193718.0,206934812.0
18.287821769714355,841416923950.0,396248712.0
19.65792679786682,1045011157086.0,459635746.0
20.736860990524292,806348435064.0,395460492.0
22.021809816360474,1131603031774.0,426648460.0
23.53719425201416,1309153646846.0,392736874.0
24.95317530632019,1161977316660.0,537040152.0
26.389063119888306,1095628245188.0,472352242.0
27.733057498931885,1112719638016.0,398706602.0
28.969873428344727,1086795508168.0,377912966.0
30.260388612747192,1135692198846.0,319867292.0
31.3554847240448,976342823744.0,240200540.0
32.43467712402344,1005276191384.0,337651734.0
33.797752141952515,1119125015340.0,485092614.0
35.217724323272705,1164979596092.0,490071038.0
36.69637084007263,1127758966920.0,332950280.0
37.65814781188965,894333934456.0,325962174.0
39.065168142318726,1204661558238.0,392969518.0
40.193307638168335,1124252902896.0,219568694.0
41.33378553390503,1067825891320.0,330680700.0
42.757744789123535,1161036719236.0,461348302.0
44.18918585777283,1008060847398.0,482650820.0
45.42503786087036,1095655550506.0,373247280.0
46.69666814804077,1015271604604.0,337059714.0
47.94107007980347,880678460148.0,288234124.0
48.989869356155396,1143818058170.0,448349302.0
50.38180494308472,1099690880638.0,515938284.0
51.82142519950867,1130311972714.0,423024180.0
52.8699951171875,801824388526.0,371420784.0
54.161860942840576,979825419814.0,508880996.0
55.641274213790894,1256866326226.0,452330096.0
57.10918211936951,1107509242412.0,545794242.0
58.493160247802734,1116845024196.0,407674822.0
59.67897033691406,1159914784082.0,306580404.0
61.12119126319885,1173398267232.0,533490096.0
62.58453822135925,1261793344380.0,333972438.0
63.71834325790405,864862146948.0,262008070.0
64.65775918960571,860619087328.0,301630376.0
65.68549346923828,1052271393668.0,278002110.0
67.03549814224243,1150115762266.0,343907474.0
68.27721405029297,816164644918.0,268652350.0
69.04267477989197,774072224782.0,204424528.0
69.88169527053833,749557525814.0,386684378.0
71.21654891967773,966648300388.0,345095764.0
72.12061500549316,815391579444.0,443937578.0
73.62520289421082,754725983692.0,324271748.0
74.13232493400574,544703800736.0,261076724.0
75.1574342250824,944547679972.0,360855230.0
76.12328886985779,879189989056.0,253607306.0
77.16543388366699,171646476442.0,179111466.0
77.69047331809998,9478911614.0,3585602.0
