Time (s),Memory Throughput (MB/s)
6.461143493652344e-05,113876.31229
1.2030830383300781,134015.28734100002
2.206369161605835,124543.86266140001
3.2096214294433594,136745.7582036
4.21371054649353,88904.58930600001
5.216592311859131,112964.9284972
6.220747709274292,135852.7035892
7.223589897155762,136915.82739380002
8.225481271743774,108751.04199440002
9.226945877075195,97812.8426392
10.228574752807617,133132.3620094
11.229820728302002,105663.7603294
12.231391906738281,122949.05636780002
13.233797788619995,107675.72320440001
14.234766483306885,81954.09774760001
15.236200332641602,91585.9027382
16.237776517868042,114379.28465860001
17.239392518997192,97306.52530040001
18.240886211395264,110949.12781940002
19.242218255996704,134034.20372420002
20.243780851364136,112110.6189138
21.2452335357666,138403.21715220003
22.246776580810547,96050.58860540001
23.24795150756836,90180.1659044
24.2496075630188,93537.00603
25.251957178115845,143987.05245339999
26.253074169158936,108700.35363720002
27.255361557006836,110895.5768388
28.256901502609253,113410.07167880001
29.258028030395508,107515.70989640002
30.26004695892334,71285.00596360001
31.261839628219604,76830.400322
32.263920545578,103803.1599774
33.26542687416077,127153.35884940003
34.26674556732178,100889.06178520001
35.268317222595215,141828.26740680003
36.269726514816284,84911.93221160001
37.271090030670166,86958.9386302
38.272660970687866,120763.73176140002
39.27429413795471,103216.77306980001
40.27561950683594,54656.446065000004
41.27748727798462,93134.9385148
42.27922081947327,117931.5696104
43.280351400375366,101097.7606626
44.28270387649536,136342.7574522
45.28383946418762,93201.3346004
46.28479719161987,84696.27076300001
47.286596059799194,90009.63533900001
48.28898000717163,138083.8616274
49.29044270515442,100641.5235046
50.29193997383118,144277.06870980002
51.29396963119507,95996.51333480002
52.29517841339111,102737.24695
53.29703450202942,139886.444048
54.29831790924072,123093.33049000001
55.30029106140137,104506.4320976
56.30147171020508,113597.91429999999
57.30291748046875,144352.58744139998
58.304388999938965,96670.92853339999
59.3057656288147,83396.5873104
60.307183027267456,122960.947265
61.30888032913208,119290.98017980001
62.31015086174011,83731.1472452
63.31167006492615,85106.737404
64.31314325332642,83029.2802222
65.31451511383057,86116.100512
66.31600642204285,130223.831777
67.31758236885071,85127.59366020001
68.31896638870239,89138.0975862
69.32048845291138,95190.0504568
70.3219883441925,135225.1599166
71.32369685173035,100770.84487600002
72.32518768310547,130106.90462120002
73.32680130004883,119425.27182040001
74.32828545570374,127000.3081126
75.3298180103302,108269.7752318
76.33180737495422,85120.1697138
77.33334159851074,9347.985842000002
