Time (s),Memory Throughput (MB/s)
5.364418029785156e-05,3481.7260036000002
1.189985752105713,11453.807112800001
2.1931629180908203,11317.3134542
3.1961488723754883,11465.1003194
4.199238061904907,11435.373076400003
5.202282667160034,10663.1882786
6.2054057121276855,10078.007238
7.208404064178467,10082.442731400002
8.211389780044556,10498.057900200001
9.21444320678711,10495.709081
10.216201066970825,10415.419310400002
11.217514753341675,10497.858670000001
12.219022512435913,8146.8059946
13.220437049865723,9688.197622999998
14.221746921539307,10097.7310278
15.223135232925415,9947.574371800001
16.224600315093994,9988.4899634
17.225942134857178,10987.6399022
18.22732973098755,10119.384204800002
19.2287175655365,10134.420842
20.229974031448364,10602.527925600001
21.231367111206055,10616.872500000001
22.23282766342163,8072.3043856
23.234215259552002,9698.977025400001
24.2355477809906,10168.111717400001
25.236976385116577,10162.763959400001
26.238485097885132,1186.4053552
