Time (s),IPS,Memory Throughput (MB/s),LLC Misses
0.0004048347473144531,8510399792,1484.9151096,3220936
1.6949856281280518,63250056956,6811.848310800001,30888223
4.042884588241577,62747842820,9553.213919599999,13081900
5.384110689163208,66536114575,9116.616665000001,23002633
7.70110559463501,62198870973,8894.181389600002,16577710
9.958650827407837,62191973654,6285.377264400001,17086830
11.295621633529663,62164364283,788.5216741999999,21567342
12.65493631362915,85472322984,6299.449208,19955623
15.818702220916748,63719412012,6918.6776412,17702641
17.68916130065918,90302407857,5713.985050800001,27987700
21.681090593338013,62316956389,8585.4899234,19716497
23.998526334762573,62356092773,6551.402010400002,18912037
25.316301107406616,62819109256,6670.657013800001,18520304
26.70676827430725,62180569302,8689.865576600001,25394049
29.950888633728027,62635031357,7557.8920092,18334855
32.3189172744751,97623049053,7542.2157382000005,15075049
35.584091663360596,4456589508,8339.1260524,854939
