Time (s),IPS,Memory Throughput (MB/s),LLC Misses
0.0004572868347167969,4401029398,530.6758522000001,452548
1.18031644821167,4336848252,557.2258978,163889
2.3526341915130615,4340175924,546.1948362,142313
3.570300579071045,4276472867,567.9214138000001,166312
4.748692512512207,4104127007,527.1316518,447275
5.90911078453064,5822415716,2214.6324173999997,920786
7.086284399032593,8582542198,2448.7488740000003,200452
8.308928728103638,5544713598,1433.513718,3582057
9.494973182678223,5223533512,3787.1668717999996,5821522
10.69250750541687,4781112967,6985.902105,6705990
11.890156984329224,5087756272,7223.803935400001,8092054
13.091074466705322,5501365365,9166.424215000001,5834289
14.268908500671387,5081405301,7974.555758000001,5850144
15.480910778045654,4951306642,7281.8533242,6320342
16.672171354293823,5598014002,7479.8566856,5757048
17.87391471862793,5301074689,8501.729353,8394449
19.050861120224,5811695375,7852.605904000001,5829652
20.216479778289795,5731448795,7474.477470200001,5928016
21.38872718811035,5385768719,7272.321732,6043033
22.558812618255615,5932886332,8024.185049400001,5842301
23.726563930511475,5508195075,8471.215675000001,6654745
24.914607048034668,5928456167,7553.0685412,5917458
26.078716039657593,6321747614,7341.161009,4146206
27.272430419921875,4930968150,7157.1247332,636253
