Time (s),IPS,LLC Misses
3.719329833984375e-05,1479018420.0,657866.0
0.6338944435119629,4115007798.0,386250.0
1.142167091369629,15878473470.0,4211452.0
1.6547813415527344,38567543474.0,1564654.0
2.1663994789123535,2376554244.0,8175582.0
2.6741762161254883,2328154098.0,7653832.0
3.1844770908355713,2283254672.0,7149988.0
3.7003934383392334,2272430476.0,6995134.0
4.216547966003418,2251969772.0,6931682.0
4.722557783126831,2243475614.0,7232026.0
5.232349395751953,11086167742.0,817446.0
5.740308046340942,11278809988.0,910960.0
6.256426095962524,9678469066.0,2671414.0
6.764361381530762,9722732490.0,2381172.0
7.276339054107666,9708491760.0,1309846.0
7.784326791763306,9603844632.0,1460074.0
8.292333602905273,9689699024.0,1354216.0
8.800418376922607,9620576522.0,1466992.0
9.308422088623047,9826100406.0,1387456.0
9.824318170547485,9738521014.0,1526806.0
10.340376377105713,9790413696.0,1434314.0
10.846404790878296,9566161498.0,1462982.0
11.35211730003357,9883307196.0,1329900.0
11.868427991867065,9651795940.0,1596962.0
12.374399423599243,9673872880.0,1310388.0
12.880194187164307,9598258802.0,1518134.0
13.386057138442993,8213289602.0,1176468.0
13.889931917190552,520636798582.0,58862994.0
14.395514011383057,537513635544.0,10239740.0
14.899469375610352,412913926516.0,3916532.0
15.403605222702026,49213824980.0,75893778.0
16.07347273826599,108324326050.0,198481296.0
16.923959493637085,107157572764.0,196069720.0
17.59520983695984,144801730052.0,265277344.0
18.824315547943115,186083529396.0,334387318.0
19.988033533096313,177622709528.0,312313822.0
21.311894416809082,196239388102.0,354345434.0
22.639882564544678,203272042340.0,356469702.0
24.023844242095947,202787675402.0,360209036.0
25.33593440055847,205154420042.0,373219628.0
26.651884078979492,203697102948.0,371966828.0
27.936014890670776,191186544194.0,332390162.0
29.20392346382141,213756966724.0,385077344.0
30.536375999450684,214783376778.0,383312612.0
31.831764936447144,206234261602.0,352547550.0
33.20001173019409,119482164256.0,203258254.0
33.7132613658905,2913979224.0,1951462.0
