Time (s),IPS,LLC Misses
5.841255187988281e-05,305304489836.0,444434.0
0.8207039833068848,713647667342.0,63479336.0
2.364625930786133,2320267757166.0,224485110.0
3.8926987648010254,2631872429924.0,235509090.0
5.104167461395264,564473048916.0,1422823232.0
6.648633241653442,408003899496.0,2996978788.0
8.128698110580444,412403775644.0,3263042540.0
9.664643287658691,316981543120.0,2502045990.0
10.580658197402954,348844476476.0,2673854210.0
12.092637538909912,414826792822.0,3181393658.0
13.656615972518921,417139323108.0,3196690106.0
15.127998352050781,391267452664.0,2955243020.0
16.6326265335083,367481726596.0,2807291468.0
17.603424072265625,33143470644.0,193632688.0
18.11050534248352,3620439184.0,1676636.0
