Time (s),IPS,Memory Throughput (MB/s),LLC Misses
0.000423431396484375,4334608079,514.3389758000001,411991
1.179619550704956,4454679024,610.5986197999999,270419
2.3506786823272705,4464626997,581.2488655999999,231605
3.5283994674682617,4265945692,566.8204048,144520
4.709031820297241,4468548142,610.3993896000001,263539
5.8994410037994385,4456984335,511.38198020000004,193658
7.078216791152954,4443004415,456.3525018000001,302287
8.254312515258789,4306732904,430.8300646,146082
9.413668394088745,4356555458,458.0302298000001,181939
10.574642181396484,4520503324,475.53103000000004,271485
11.737692594528198,4473940607,469.2290642000001,240673
12.92306637763977,4449104892,446.4434208,219523
14.126712799072266,4311281714,466.55518520000004,142872
15.286683797836304,4433030406,428.89019160000004,241947
16.44628143310547,4458196089,400.00181260000005,223972
17.638010501861572,4431655007,462.895641,237088
18.819623470306396,4412278455,452.6300428,154280
19.99255609512329,4368521258,453.43744940000005,175129
21.18053674697876,4084798339,463.08438540000003,2324556
22.38546347618103,2667929101,451.71777820000005,8596253
23.550984859466553,2274275947,372.2773574,315426
24.71197009086609,4408622354,955.6024114,364756
