Time (s),IPS,LLC Misses
8.130073547363281e-05,438765711738.0,503835606.0
2.4894516468048096,373245094256.0,452387232.0
4.020952939987183,542100391622.0,684785180.0
5.333446979522705,428804349756.0,542380334.0
6.505300760269165,274999205734.0,356292204.0
7.205307483673096,384673114992.0,466632042.0
8.705365896224976,548110643540.0,695883300.0
10.227080345153809,508497634328.0,643589186.0
11.745413780212402,492616114672.0,627828130.0
13.109019756317139,464417173338.0,586773570.0
14.301195859909058,366083123506.0,467743936.0
15.433419942855835,509108391912.0,642368130.0
17.013342142105103,540933318574.0,689783398.0
18.565428256988525,569569197340.0,728389158.0
20.221033811569214,567492341948.0,718939668.0
21.58089566230774,303881581976.0,390467628.0
22.313361644744873,414011605640.0,502236738.0
23.92539644241333,529623568202.0,668798720.0
25.261170625686646,333636627592.0,424296888.0
25.94936513900757,250789236118.0,269864428.0
26.981582403182983,444741289130.0,557281600.0
28.48107099533081,544669187984.0,674355370.0
29.993350505828857,350445044752.0,441219820.0
30.62536311149597,338299967600.0,400536026.0
31.53796148300171,389271968892.0,485077574.0
33.09698963165283,568856690136.0,712304852.0
34.71319603919983,556095382752.0,692831696.0
36.26902532577515,461050945624.0,575521536.0
37.36840462684631,458710235478.0,563110844.0
38.90860104560852,542681186578.0,681865032.0
40.22984457015991,328962319758.0,409060614.0
41.21752643585205,292003618730.0,338185652.0
41.72396159172058,249689584224.0,332877408.0
42.84732460975647,312523628152.0,394974062.0
43.43302655220032,380825654642.0,445436026.0
44.9174108505249,521273478106.0,650683438.0
46.26780605316162,457525718426.0,550230404.0
47.4951057434082,466920397004.0,571470698.0
49.09757661819458,557059224788.0,690086872.0
50.63345980644226,469029579602.0,558988502.0
51.513856649398804,252667416296.0,290536146.0
52.25027370452881,216279880954.0,251405382.0
52.90264582633972,208313228216.0,245884804.0
53.53860783576965,377014214422.0,481379766.0
55.13820195198059,422009150234.0,525735636.0
56.25734496116638,514950654100.0,624110422.0
57.7773551940918,544085509844.0,677730310.0
59.147372245788574,319024949014.0,371987808.0
59.74957489967346,7665449436.0,3162488.0
60.26535892486572,98559155040.0,54672544.0
