Time (s),IPS,Memory Throughput (MB/s),LLC Misses
0.0004143714904785156,8667987385,3635.689005,2910252
1.1616714000701904,7066952419,3468.3566086000005,170183
2.298600435256958,7200055279,3175.62453,134548
3.4364912509918213,7115656693,3140.9689610000005,135655
4.575683116912842,7164125463,3157.6833262,172388
5.711372137069702,7190739379,3129.3926378,128934
6.8580851554870605,7194176348,3151.8322498,136356
7.988959312438965,8503898172,3163.4924594000004,145806
9.159464120864868,8436663165,2956.7963698000003,114895
10.31779670715332,5734974050,2967.1982834,696353
