Time (s),IPS,Memory Throughput (MB/s),LLC Misses
0.0007879734039306641,4594089734,588.4421244000001,238167
1.1756210327148438,4412318504,2108.7782664,3247562
2.3576643466949463,9053963242,4608.1735544,331840
3.514681577682495,4540443088,1327.3659646,226698
4.683682441711426,4620563682,771.7968232000001,217635
5.849138259887695,4375580248,701.8355656,5790734
7.026830196380615,8387508013,5891.446730000001,330991
8.17885684967041,4596712820,1341.3959650000002,270101
9.352534532546997,4700670067,802.1322426,192061
10.555195808410645,5336798902,719.9550280000001,5781403
11.758234024047852,7617525956,1459.728218,363010
12.943175554275513,4643455127,5039.915883600001,277739
14.127615213394165,4609189574,1602.3350980000002,245136
15.298661947250366,5970821699,790.7761211999999,5784605
16.46671962738037,6761661467,702.4227704000001,352063
17.626659154891968,4726296465,6011.446225200001,330834
18.798826456069946,4671047609,1462.9054154,235380
19.95859456062317,6184675012,813.7609948,5704013
21.118590831756592,6551906368,764.729394,359706
22.28827738761902,4636302666,1270.6797298000001,270271
23.462637901306152,4688917863,5239.6913452,198223
24.631713151931763,6887336994,1509.0534212,5682099
25.81570339202881,6025072942,826.2390968000001,234921
27.035908222198486,4624997855,709.5006854000002,266144
28.201988458633423,4900837494,6038.814163200001,344833
29.382188320159912,7343719797,1317.0059942,2639578
30.578412532806396,6600981575,787.6198954,715560
