Time (s),IPS,Memory Throughput (MB/s),LLC Misses
0.0005733966827392578,6718312478,222.456247,250511
1.1998884677886963,7399470608,164.9730914,111939
2.375535249710083,7405833951,119.98900940000001,141300
3.577018976211548,7411654552,119.91560879999999,135734
4.7434821128845215,7960800429,130.8522982,277753
5.905496597290039,7379173435,363.9830896,122841
7.0785205364227295,7519754368,114.87193899999998,141149
8.251846551895142,7372511871,71.6389856,119654
9.416504383087158,7512769001,103.3795022,171947
10.612600088119507,7767530793,107.01807480000001,271354
11.801601886749268,7466888365,266.234462,121334
12.979446172714233,7439910574,189.36306220000006,115861
14.14647626876831,7457535512,119.56957740000001,134220
15.307673454284668,7861870745,58.6575652,260548
16.4889235496521,7202568241,84.71477820000001,136835
17.653865098953247,7492367884,100.6427084,140011
18.835718393325806,7421071007,344.3431862,155172
20.043762922286987,7617919806,135.0990472,229582
21.21959686279297,7924490487,120.8907882,296233
22.415605783462524,7653704977,117.32561620000001,158531
23.623756647109985,7677417124,82.5966466,167078
24.806687355041504,7564573795,297.16757200000006,164407
25.97944974899292,7678737300,167.99300180000003,272816
27.16961932182312,7481717875,130.6320964,175737
28.375951766967773,7474020518,140.9081804,145395
29.57572841644287,7847820117,108.24491340000002,186258
30.775502681732178,7711021177,222.40381800000003,176974
31.946873903274536,8153117164,165.06746360000002,280114
33.13097548484802,7979089614,153.13462320000002,166420
34.305758476257324,8112599229,130.94667040000002,192423
35.475951194763184,8180152728,128.04210380000004,186497
36.6471848487854,8133066383,120.23018280000001,197260
37.8137412071228,8394293189,286.9648886,228302
38.993592977523804,8130759233,102.2050926,241230
40.159696102142334,8310368723,111.13899420000001,233669
41.34388518333435,8179761898,108.53851580000001,256628
42.50533890724182,8822604386,107.1334186,365327
43.66959619522095,8152203158,269.30680140000004,283141
44.83758735656738,8145706069,208.20604480000003,263431
46.00535273551941,8203789386,120.7125296,270697
47.17977714538574,8146864710,79.22021900000001,262546
48.3462119102478,8564837161,100.9887398,396245
49.51356506347656,8074667878,239.35935659999998,279599
50.67336916923523,8388186783,212.06481920000002,274646
51.869566440582275,8144836795,138.3496452,266964
53.039775371551514,8672253287,119.12917379999999,379330
54.20979952812195,7850766586,87.05311160000001,282054
55.37760782241821,8137552508,76.43099620000001,256344
56.54161524772644,8193219151,266.6329224,289696
57.72965455055237,8148947717,182.0649454,253262
58.88953948020935,8797015307,119.08723060000001,373700
60.05360770225525,8197049156,114.19036200000001,295075
61.217602491378784,8250246197,107.47945,276384
62.381590604782104,8302007035,221.29232320000003,244950
63.58377647399902,8442003744,190.3487274,260831
64.773677110672,8043412517,124.05749980000002,310762
65.93765377998352,8194596112,121.4570214,248870
67.14379119873047,8164561995,114.73562360000001,293564
68.32777571678162,8133964970,108.93697619999999,271654
69.510812997818,8533604053,294.63000839999995,393432
70.68303108215332,8202263085,158.1048924,307015
71.84292817115784,8199558308,89.84233440000001,254695
73.0268144607544,8182043860,92.17018200000001,245848
74.2028477191925,8250310632,102.5091808,249589
75.3649959564209,6892596035,295.7100458,599500
