Time (s),IPS,Memory Throughput (MB/s),LLC Misses
0.0016765594482421875,5022604472,391.8962892,339177
1.1901440620422363,4897591335,470.6970762,254035
2.3631489276885986,4968807707,482.85011840000004,254709
3.5430665016174316,4849731806,484.42298840000007,223733
4.703206539154053,4934257338,481.29822,297865
5.862346649169922,4977518552,479.6519494,300496
7.045259475708008,4871099781,462.4132942,239477
8.227104663848877,4978752441,408.6525976,233354
9.413381099700928,4924950600,458.8900654000001,286366
10.58545732498169,4990782661,507.5232058,332751
11.752681255340576,4897089614,493.17863140000003,275797
12.916921615600586,4785976510,465.7372928,191104
14.073076963424683,4927979655,504.4823238000001,226318
15.255478143692017,4917719012,455.51363779999997,290665
16.434796810150146,5003829611,407.4886738,318343
17.627540826797485,4852598577,480.5746998000001,228694
18.803775310516357,3313648808,460.05398920000005,5750996
19.964266777038574,2594811583,472.5740344,10668779
21.136049509048462,7527569668,493.67146400000007,262069
22.29232954978943,5259210514,6657.266647200001,624596
