Time (s),IPS,LLC Misses
6.413459777832031e-05,237548453948.0,265368860.0
2.1596460342407227,295397301564.0,456508648.0
3.611729383468628,265112305390.0,510002764.0
4.751460075378418,189736235650.0,367096248.0
5.623574256896973,179992258968.0,343005020.0
6.259396314620972,191137935130.0,381765068.0
7.65087628364563,187480823780.0,351672510.0
8.212694644927979,105522612574.0,211566200.0
9.059415578842163,219068064084.0,422320848.0
10.32362413406372,212551168240.0,404106886.0
11.171189308166504,161869634734.0,333517970.0
12.171512603759766,156944550336.0,319451064.0
12.775644779205322,169575267028.0,319450036.0
13.807321548461914,196620887310.0,391060792.0
14.796663284301758,189805193006.0,383351876.0
15.779977321624756,215993873252.0,429978982.0
17.160601139068604,114997137272.0,167132904.0
17.675626516342163,18923574040.0,4324662.0
18.20506191253662,10894663498.0,3903704.0
