Time (s),IPS,LLC Misses
6.127357482910156e-05,1592775928.0,533174.0
0.6847736835479736,5550045156.0,120014.0
1.1949872970581055,9707688304.0,137654.0
1.7030658721923828,9700914344.0,107880.0
2.2109665870666504,9773839848.0,84362.0
2.726759910583496,9586775956.0,79052.0
3.234814405441284,9664449592.0,104680.0
3.743032693862915,9652352446.0,101066.0
4.258811712265015,9556612252.0,71478.0
4.770990610122681,9545547168.0,109704.0
5.278892993927002,9157973234.0,82750.0
5.794962644577026,9082707202.0,82556.0
6.310873985290527,8851952170.0,67802.0
6.81893253326416,8811895318.0,68374.0
7.32680869102478,8830088092.0,60120.0
7.834888458251953,8836713076.0,69250.0
8.342774868011475,8881043814.0,68276.0
8.854900360107422,8771639646.0,68334.0
9.362893342971802,8812742812.0,64252.0
9.874964714050293,8927389964.0,67412.0
10.386836767196655,8830356658.0,66290.0
10.902893543243408,8815680862.0,73798.0
11.410992622375488,8624981416.0,61640.0
11.918911933898926,8844478832.0,64578.0
12.430857419967651,8796835558.0,63574.0
12.938908338546753,8668901430.0,70206.0
13.446937322616577,8731451434.0,64192.0
13.954943180084229,8793673032.0,67314.0
14.46687126159668,8892389536.0,87032.0
14.979029655456543,8598999454.0,66346.0
15.490895509719849,8728987186.0,64158.0
16.002874851226807,8670112372.0,64538.0
16.510897636413574,8680458672.0,62152.0
17.018888235092163,6257735600.0,725600.0
