Time (s),IPS,LLC Misses
6.318092346191406e-05,1209504151640.0,216747256.0
2.3453993797302246,1240166876584.0,282971262.0
3.857786178588867,1329261268512.0,297349024.0
5.049463272094727,1061585365202.0,210821762.0
5.7860777378082275,401699947028.0,125576108.0
6.361233472824097,614930890974.0,107111772.0
6.889527082443237,767437708232.0,187701932.0
7.947643518447876,575842416506.0,159422850.0
8.494272708892822,723804679644.0,183649746.0
9.592937707901001,942401477364.0,217967306.0
10.568968057632446,996948938340.0,227253946.0
11.673250675201416,1001496760378.0,232993100.0
12.813289880752563,1124810605310.0,258951854.0
13.953614234924316,817048049896.0,149117214.0
14.459611177444458,783368959572.0,191486116.0
15.527905464172363,591108729706.0,157773096.0
16.142334461212158,893575936904.0,216021404.0
17.417501211166382,1017775959568.0,236993526.0
18.269264936447144,895591204690.0,207063658.0
19.352460145950317,783347879418.0,132855122.0
19.917551040649414,548887433690.0,150282830.0
20.98157548904419,822940621802.0,197320636.0
21.55850100517273,794521808772.0,191323844.0
22.626022815704346,806527141064.0,148709974.0
23.247621059417725,822979163954.0,197752066.0
24.285220623016357,1006808167394.0,260397480.0
25.68367648124695,1344070442338.0,309175196.0
27.197344303131104,1088121609842.0,269810216.0
28.022732496261597,759503788958.0,172673984.0
29.191816091537476,966063253394.0,224989720.0
30.1612811088562,937625568624.0,167388732.0
30.898005485534668,395054970742.0,122892884.0
31.55801486968994,628960455816.0,150288218.0
32.32159638404846,919137386104.0,218779226.0
33.59522199630737,1231127113124.0,272268048.0
35.133339166641235,1467455918012.0,338478488.0
36.645812034606934,1030945023154.0,217362926.0
37.218143463134766,587663281984.0,166563852.0
38.14211916923523,959440702438.0,215461804.0
39.205568075180054,1003258970228.0,227432430.0
40.52129507064819,942985905506.0,244616266.0
41.52528357505798,1078462723570.0,224243408.0
42.433552503585815,961840290684.0,217340338.0
43.75576639175415,1218110534164.0,282183218.0
45.1059205532074,882985816986.0,198681952.0
45.64588761329651,744174211066.0,199044710.0
46.71573877334595,858452315614.0,136013134.0
47.3375346660614,371402365950.0,121043126.0
48.014636516571045,1043962455886.0,236454642.0
49.60984754562378,1303359145008.0,293731372.0
50.941994190216064,1379431153808.0,330455280.0
52.21430969238281,867823990854.0,160207788.0
52.78589940071106,523648962982.0,143479934.0
53.58558511734009,768591653950.0,199022450.0
54.721200704574585,1160696218670.0,258777240.0
56.0655460357666,624465136436.0,204266966.0
56.57302951812744,5362920860.0,2212674.0
