Time (s),IPS,Memory Throughput (MB/s),LLC Misses
0.00043392181396484375,9253492208,78.18212480000001,160197
1.1919748783111572,9231956379,121.27876280000002,144619
2.3637969493865967,9352031740,111.23336640000001,181222
3.533607244491577,9233309710,98.2100028,129987
4.70529580116272,9182476981,110.73004800000001,116161
5.865505695343018,9194339620,99.66752900000002,141965
7.041626691818237,9234805789,80.1324836,121769
8.217733144760132,9261791038,50.8980732,129871
9.377530336380005,9211955793,95.630496,117163
10.549206018447876,9292925985,102.35189380000003,116252
11.769551992416382,9284581713,100.2757054,161716
12.928398370742798,9226799930,90.754599,124009
14.105758666992188,9171253993,102.7503542,114113
15.269288301467896,9116898298,77.0601442,100463
16.436323642730713,9377450213,51.2650762,164046
17.609699010849,9258995195,111.55842620000001,122398
18.769529104232788,9309721763,132.63488420000002,138916
19.940239429473877,9148388452,126.5426344,118185
21.10430097579956,9310465884,136.3888006,161996
22.26907706260681,9250584881,120.48184200000001,125855
23.42940354347229,9185362597,101.0097114,151407
24.598265647888184,9149248061,89.53824619999999,115373
25.777321577072144,9225591048,128.13647600000002,156750
26.950085163116455,9299587839,122.10714100000001,168184
28.113099098205566,3039601912,141.34858400000002,466010
